
Top 7000 Scenarios (Highest Returns):
Rank  K      BuyDTE  Initial S    Final S  Price Buy  Price Sell    Moneyness    Und. Return  Opt. Return
1870  525       30d  556.22  628.53   35.38  104.60          ITM         13.00%      195.64%
1871  560       80d  556.22  617.40   21.88   64.68          ATM         11.00%      195.53%
1872  545       80d  556.22  628.53   29.95   88.51          ITM         13.00%      195.52%
1873  590       90d  556.22  606.28   11.88   35.10          OTM          9.00%      195.43%
1874  600       50d  556.22  589.59    4.25   12.56          OTM          6.00%      195.26%
1875  635       70d  556.22  589.59    2.04    6.03          OTM          6.00%      195.21%
1876  625       40d  556.22  584.03    0.85    2.50          OTM          5.00%      195.05%
1877  520       40d  556.22  639.65   41.18  121.24          ITM         15.00%      194.41%
1878  645      100d  556.22  595.16    3.11    9.16          OTM          7.00%      194.35%
1879  540       70d  556.22  628.53   31.40   92.40          ITM         13.00%      194.32%
1880  555       60d  556.22  611.84   20.95   61.55          ATM         10.00%      193.83%
1881  540      100d  556.22  639.65   36.01  105.60          ITM         15.00%      193.27%
1882  585       70d  556.22  600.72   10.55   30.92          OTM          8.00%      193.10%
1883  630       90d  556.22  595.16    3.97   11.64          OTM          7.00%      192.92%
1884  575       60d  556.22  600.72   12.22   35.78          OTM          8.00%      192.86%
1885  690      100d  556.22  589.59    0.75    2.18          OTM          6.00%      192.69%
1886  580       80d  556.22  606.28   13.65   39.95          OTM          9.00%      192.67%
1887  525       20d  556.22  622.97   33.67   98.50          ITM         12.00%      192.57%
1888  595       80d  556.22  600.72    9.19   26.90          OTM          8.00%      192.51%
1889  530       60d  556.22  634.09   36.55  106.91          ITM         14.00%      192.50%
1890  565       90d  556.22  617.40   21.13   61.77          OTM         11.00%      192.40%
1891  670       90d  556.22  589.59    1.08    3.16          OTM          6.00%      192.23%
1892  515       20d  556.22  639.65   42.84  125.18          ITM         15.00%      192.18%
1893  535       60d  556.22  628.53   33.03   96.50          ITM         13.00%      192.18%
1894  615       60d  556.22  589.59    3.20    9.33          OTM          6.00%      191.63%
1895  525       60d  556.22  639.65   40.26  117.38          ITM         15.00%      191.56%
1896  605       90d  556.22  600.72    8.08   23.54          OTM          8.00%      191.42%
1897  590       60d  556.22  595.16    7.70   22.45          OTM          7.00%      191.42%
1898  575       90d  556.22  611.84   16.95   49.38          OTM         10.00%      191.24%
1899  565       50d  556.22  600.72   14.30   41.66          OTM          8.00%      191.24%
1900  650       80d  556.22  589.59    1.61    4.68          OTM          6.00%      190.85%
1901  620       40d  556.22  584.03    1.11    3.23          OTM          5.00%      190.70%
1902  545       70d  556.22  622.97   28.31   82.28          ITM         12.00%      190.64%
1903  615       80d  556.22  595.16    5.14   14.94          OTM          7.00%      190.44%
1904  535       90d  556.22  639.65   37.73  109.58          ITM         15.00%      190.43%
1905  550       80d  556.22  622.97   27.08   78.62          ITM         12.00%      190.35%
1906  520       30d  556.22  634.09   39.66  115.15          ITM         14.00%      190.32%
1907  540       60d  556.22  622.97   29.70   86.18          ITM         12.00%      190.19%
1908  615      100d  556.22  600.72    7.15   20.73          OTM          8.00%      190.03%
1909  555       50d  556.22  606.28   19.04   55.19          ATM          9.00%      189.78%
1910  545      100d  556.22  634.09   33.00   95.61          ITM         14.00%      189.69%
1911  555       90d  556.22  622.97   25.97   75.22          ATM         12.00%      189.58%
1912  570      100d  556.22  617.40   20.43   59.12          OTM         11.00%      189.33%
1913  560       70d  556.22  611.84   20.22   58.46          ATM         10.00%      189.11%
1914  590       30d  556.22  584.03    3.15    9.11          OTM          5.00%      189.01%
1915  530       50d  556.22  628.53   34.89  100.76          ITM         13.00%      188.78%
1916  650       50d  556.22  584.03    0.42    1.23          OTM          5.00%      188.77%
1917  535       50d  556.22  622.97   31.29   90.31          ITM         12.00%      188.65%
1918  570       70d  556.22  606.28   15.80   45.61          OTM          9.00%      188.62%
1919  560      100d  556.22  622.97   24.97   72.04          ATM         12.00%      188.49%
1920  630       70d  556.22  589.59    2.46    7.08          OTM          6.00%      188.10%
1921  685      100d  556.22  589.59    0.88    2.54          OTM          6.00%      187.99%
1922  540       90d  556.22  634.09   34.54   99.42          ITM         14.00%      187.87%
1923  595      100d  556.22  606.28   11.74   33.79          OTM          9.00%      187.80%
1924  555       30d  556.22  595.16   14.65   42.15          ATM          7.00%      187.75%
1925  640      100d  556.22  595.16    3.60   10.35          OTM          7.00%      187.54%
1926  525       50d  556.22  634.09   38.70  111.26          ITM         14.00%      187.53%
1927  555       40d  556.22  600.72   16.97   48.73          ATM          8.00%      187.19%
1928  665       90d  556.22  589.59    1.29    3.69          OTM          6.00%      186.90%
1929  530       80d  556.22  639.65   39.64  113.72          ITM         15.00%      186.88%
1930  540       50d  556.22  617.40   27.89   79.94          ITM         11.00%      186.63%
1931  565       40d  556.22  595.16   12.27   35.18          OTM          7.00%      186.58%
1932  600       70d  556.22  595.16    6.76   19.37          OTM          7.00%      186.47%
1933  580      100d  556.22  611.84   16.52   47.29          OTM         10.00%      186.29%
1934  545       60d  556.22  617.40   26.57   76.02          ITM         11.00%      186.08%
1935  565       20d  556.22  584.03    7.43   21.26          OTM          5.00%      185.97%
1936  540       20d  556.22  600.72   21.43   61.28          ITM          8.00%      185.96%
1937  580       40d  556.22  589.59    7.08   20.25          OTM          6.00%      185.87%
1938  535       40d  556.22  617.40   29.43   84.13          ITM         11.00%      185.85%
1939  615       40d  556.22  584.03    1.44    4.12          OTM          5.00%      185.68%
1940  520       20d  556.22  628.53   38.18  109.06          ITM         13.00%      185.63%
1941  645       50d  556.22  584.03    0.55    1.57          OTM          5.00%      185.59%
1942  530       40d  556.22  622.97   33.15   94.62          ITM         12.00%      185.48%
1943  535       80d  556.22  634.09   36.24  103.41          ITM         14.00%      185.39%
1944  625       90d  556.22  595.16    4.61   13.15          OTM          7.00%      185.36%
1945  520       50d  556.22  639.65   42.68  121.78          ITM         15.00%      185.33%
1946  585       90d  556.22  606.28   13.42   38.28          OTM          9.00%      185.21%
1947  595       50d  556.22  589.59    5.16   14.71          OTM          6.00%      185.07%
1948  515       30d  556.22  639.65   44.11  125.70          ITM         15.00%      184.97%
1949  550       70d  556.22  617.40   25.42   72.38          ITM         11.00%      184.77%
1950  645       80d  556.22  589.59    1.92    5.47          OTM          6.00%      184.74%
1951  565       80d  556.22  611.84   19.56   55.68          OTM         10.00%      184.64%
1952  550      100d  556.22  628.53   30.16   85.84          ITM         13.00%      184.58%
1953  535       20d  556.22  606.28   25.25   71.83          ITM          9.00%      184.48%
1954  535       30d  556.22  611.84   27.43   77.96          ITM         10.00%      184.22%
1955  540       40d  556.22  611.84   25.94   73.70          ITM         10.00%      184.06%
1956  565       30d  556.22  589.59   10.02   28.45          OTM          6.00%      183.87%
1957  545       90d  556.22  628.53   31.51   89.43          ITM         13.00%      183.80%
1958  575       50d  556.22  595.16   10.46   29.68          OTM          7.00%      183.70%
1959  525       40d  556.22  628.53   37.07  105.15          ITM         13.00%      183.65%
1960  540       30d  556.22  606.28   23.81   67.46          ITM          9.00%      183.29%
1961  680      100d  556.22  589.59    1.04    2.96          OTM          6.00%      183.28%
1962  610       60d  556.22  589.59    3.86   10.92          OTM          6.00%      183.24%
1963  545       20d  556.22  595.16   17.92   50.75          ITM          7.00%      183.18%
1964  555       80d  556.22  617.40   24.39   69.03          ATM         11.00%      183.01%
1965  560       60d  556.22  606.28   18.45   52.19          ATM          9.00%      182.79%
1966  530       30d  556.22  617.40   31.29   88.50          ITM         11.00%      182.79%
1967  525       70d  556.22  639.65   41.76  117.98          ITM         15.00%      182.50%
1968  590       80d  556.22  600.72   10.53   29.74          OTM          8.00%      182.48%
1969  540       80d  556.22  628.53   33.00   93.23          ITM         13.00%      182.48%
1970  600       90d  556.22  600.72    9.22   26.03          OTM          8.00%      182.42%
1971  545       50d  556.22  611.84   24.71   69.72          ITM         10.00%      182.13%
1972  530       70d  556.22  634.09   38.13  107.56          ITM         14.00%      182.10%
1973  610       80d  556.22  595.16    5.98   16.87          OTM          7.00%      182.00%
1974  640       50d  556.22  584.03    0.71    2.00          OTM          5.00%      181.99%
1975  610      100d  556.22  600.72    8.13   22.91          OTM          8.00%      181.89%
1976  580       70d  556.22  600.72   12.13   34.18          OTM          8.00%      181.84%
1977  535      100d  556.22  639.65   39.17  110.34          ITM         15.00%      181.69%
1978  575       80d  556.22  606.28   15.45   43.50          OTM          9.00%      181.57%
1979  660       90d  556.22  589.59    1.53    4.30          OTM          6.00%      181.56%
1980  560       90d  556.22  617.40   23.46   65.94          ATM         11.00%      181.03%
1981  625       70d  556.22  589.59    2.94    8.26          OTM          6.00%      181.02%
1982  520       40d  556.22  634.09   41.18  115.68          ITM         14.00%      180.91%
1983  635      100d  556.22  595.16    4.15   11.66          OTM          7.00%      180.84%
1984  530       20d  556.22  611.84   29.34   82.39          ITM         10.00%      180.76%
1985  570       90d  556.22  611.84   18.96   53.17          OTM         10.00%      180.46%
1986  535       70d  556.22  628.53   34.67   97.22          ITM         13.00%      180.42%
1987  585       60d  556.22  595.16    9.03   25.32          OTM          7.00%      180.37%
1988  570       60d  556.22  600.72   14.09   39.48          OTM          8.00%      180.14%
1989  610       40d  556.22  584.03    1.86    5.21          OTM          5.00%      180.06%
1990  585       30d  556.22  584.03    4.07   11.40          OTM          5.00%      180.02%
1991  525       30d  556.22  622.97   35.38   99.04          ITM         12.00%      179.92%
1992  550       60d  556.22  611.84   23.65   66.09          ITM         10.00%      179.41%
1993  545       40d  556.22  606.28   22.70   63.39          ITM          9.00%      179.31%
1994  515       20d  556.22  634.09   42.84  119.62          ITM         14.00%      179.20%
1995  565      100d  556.22  617.40   22.62   63.10          OTM         11.00%      178.93%
1996  590      100d  556.22  606.28   13.20   36.78          OTM          9.00%      178.74%
1997  545       30d  556.22  600.72   20.47   57.05          ITM          8.00%      178.72%
1998  665       60d  556.22  584.03    0.37    1.03          OTM          5.00%      178.67%
1999  640       80d  556.22  589.59    2.28    6.37          OTM          6.00%      178.64%
2000  675      100d  556.22  589.59    1.23    3.42          OTM          6.00%      178.56%
2001  540      100d  556.22  634.09   36.01  100.26          ITM         14.00%      178.46%
2002  530       90d  556.22  639.65   41.09  114.40          ITM         15.00%      178.42%
2003  550       90d  556.22  622.97   28.66   79.67          ITM         12.00%      178.02%
2004  635       50d  556.22  584.03    0.91    2.52          OTM          5.00%      178.00%
2005  620       90d  556.22  595.16    5.33   14.81          OTM          7.00%      177.95%
2006  545       80d  556.22  622.97   29.95   83.23          ITM         12.00%      177.88%
2007  525       60d  556.22  634.09   40.26  111.84          ITM         14.00%      177.81%
2008  555      100d  556.22  622.97   27.49   76.34          ATM         12.00%      177.75%
2009  515       40d  556.22  639.65   45.46  126.22          ITM         15.00%      177.65%
2010  530       60d  556.22  628.53   36.55  101.40          ITM         13.00%      177.42%
2011  540       70d  556.22  622.97   31.40   87.01          ITM         12.00%      177.15%
2012  520       60d  556.22  639.65   44.14  122.33          ITM         15.00%      177.14%
2013  595       70d  556.22  595.16    7.88   21.82          OTM          7.00%      177.01%
2014  560       50d  556.22  600.72   16.56   45.83          ATM          8.00%      176.76%
2015  565       70d  556.22  606.28   17.92   49.55          OTM          9.00%      176.57%
2016  575      100d  556.22  611.84   18.40   50.89          OTM         10.00%      176.57%
2017  555       70d  556.22  611.84   22.72   62.80          ATM         10.00%      176.38%
2018  520       30d  556.22  628.53   39.66  109.59          ITM         13.00%      176.30%
2019  655       90d  556.22  589.59    1.80    4.98          OTM          6.00%      176.23%
2020  535       90d  556.22  634.09   37.73  104.17          ITM         14.00%      176.09%
2021  525       20d  556.22  617.40   33.67   92.94          ITM         11.00%      176.05%
2022  535       60d  556.22  622.97   33.03   91.03          ITM         12.00%      175.61%
2023  660       60d  556.22  584.03    0.47    1.30          OTM          5.00%      175.59%
2024  580       90d  556.22  606.28   15.11   41.62          OTM          9.00%      175.44%
2025  590       50d  556.22  589.59    6.22   17.11          OTM          6.00%      175.05%
2026  605       60d  556.22  589.59    4.62   12.71          OTM          6.00%      174.94%
2027  550       50d  556.22  606.28   21.76   59.75          ITM          9.00%      174.54%
2028  525       80d  556.22  639.65   43.21  118.60          ITM         15.00%      174.47%
2029  630      100d  556.22  595.16    4.78   13.10          OTM          7.00%      174.25%
2030  605      100d  556.22  600.72    9.21   25.24          OTM          8.00%      173.99%
2031  620       70d  556.22  589.59    3.50    9.60          OTM          6.00%      173.97%
2032  605       40d  556.22  584.03    2.38    6.51          OTM          5.00%      173.90%
2033  670      100d  556.22  589.59    1.44    3.96          OTM          6.00%      173.83%
2034  545      100d  556.22  628.53   33.00   90.37          ITM         13.00%      173.83%
2035  605       80d  556.22  595.16    6.93   18.97          OTM          7.00%      173.77%
2036  595       90d  556.22  600.72   10.48   28.69          OTM          8.00%      173.72%
2037  630       50d  556.22  584.03    1.15    3.16          OTM          5.00%      173.65%
2038  575       40d  556.22  589.59    8.58   23.47          OTM          6.00%      173.41%
2039  510       20d  556.22  639.65   47.61  130.17          ITM         15.00%      173.40%
2040  560       80d  556.22  611.84   21.88   59.81          ATM         10.00%      173.29%
2041  525       50d  556.22  628.53   38.70  105.71          ITM         13.00%      173.20%
2042  550       20d  556.22  589.59   14.75   40.30          ITM          6.00%      173.18%
2043  530       80d  556.22  634.09   39.64  108.25          ITM         14.00%      173.08%
2044  530       50d  556.22  622.97   34.89   95.24          ITM         12.00%      172.94%
2045  585       80d  556.22  600.72   12.01   32.77          OTM          8.00%      172.85%
2046  635       80d  556.22  589.59    2.71    7.38          OTM          6.00%      172.56%
2047  540       90d  556.22  628.53   34.54   94.09          ITM         13.00%      172.42%
2048  515       30d  556.22  634.09   44.11  120.14          ITM         14.00%      172.37%
2049  520       50d  556.22  634.09   42.68  116.23          ITM         14.00%      172.32%
2050  655       60d  556.22  584.03    0.59    1.62          OTM          5.00%      172.25%
2051  540       60d  556.22  617.40   29.70   80.78          ITM         11.00%      171.99%
2052  545       70d  556.22  617.40   28.31   76.99          ITM         11.00%      171.96%
2053  560       40d  556.22  595.16   14.49   39.34          ATM          7.00%      171.44%
2054  550       80d  556.22  617.40   27.08   73.47          ITM         11.00%      171.33%
2055  570       50d  556.22  595.16   12.27   33.28          OTM          7.00%      171.16%
2056  575       70d  556.22  600.72   13.87   37.62          OTM          8.00%      171.12%
2057  535       50d  556.22  617.40   31.29   84.82          ITM         11.00%      171.10%
2058  520       20d  556.22  622.97   38.18  103.50          ITM         12.00%      171.06%
2059  570       80d  556.22  606.28   17.42   47.21          OTM          9.00%      171.04%
2060  530      100d  556.22  639.65   42.49  115.12          ITM         15.00%      170.93%
2061  650       90d  556.22  589.59    2.13    5.76          OTM          6.00%      170.90%
2062  615       90d  556.22  595.16    6.14   16.62          OTM          7.00%      170.69%
2063  550       40d  556.22  600.72   19.70   53.33          ITM          8.00%      170.68%
2064  515       50d  556.22  639.65   46.83  126.75          ITM         15.00%      170.68%
2065  535       80d  556.22  628.53   36.24   97.99          ITM         13.00%      170.44%
2066  580       30d  556.22  584.03    5.19   14.04          OTM          5.00%      170.34%
2067  555       90d  556.22  617.40   25.97   70.21          ATM         11.00%      170.33%
2068  565       90d  556.22  611.84   21.13   57.09          OTM         10.00%      170.25%
2069  585      100d  556.22  606.28   14.79   39.93          OTM          9.00%      170.03%
2070  555       60d  556.22  606.28   20.95   56.51          ATM          9.00%      169.77%
2071  520       70d  556.22  639.65   45.56  122.91          ITM         15.00%      169.76%
2072  580       60d  556.22  595.16   10.53   28.42          OTM          7.00%      169.75%
2073  525       70d  556.22  634.09   41.76  112.46          ITM         14.00%      169.29%
2074  665      100d  556.22  589.59    1.69    4.56          OTM          6.00%      169.11%
2075  560      100d  556.22  617.40   24.97   67.20          ATM         11.00%      169.08%
2076  560       20d  556.22  584.03    9.51   25.59          ATM          5.00%      169.07%
2077  550       30d  556.22  595.16   17.41   46.83          ITM          7.00%      169.03%
2078  625       50d  556.22  584.03    1.46    3.92          OTM          5.00%      168.96%
2079  530       40d  556.22  617.40   33.15   89.08          ITM         11.00%      168.76%
2080  650       60d  556.22  584.03    0.75    2.01          OTM          5.00%      168.68%
2081  525       40d  556.22  622.97   37.07   99.59          ITM         12.00%      168.67%
2082  510       30d  556.22  639.65   48.69  130.69          ITM         15.00%      168.40%
2083  565       60d  556.22  600.72   16.17   43.36          OTM          8.00%      168.15%
2084  535      100d  556.22  634.09   39.17  104.97          ITM         14.00%      167.97%
2085  590       70d  556.22  595.16    9.14   24.48          OTM          7.00%      167.85%
2086  560       30d  556.22  589.59   12.19   32.64          ATM          6.00%      167.82%
2087  625      100d  556.22  595.16    5.48   14.67          OTM          7.00%      167.77%
2088  530       70d  556.22  628.53   38.13  102.08          ITM         13.00%      167.72%
2089  550      100d  556.22  622.97   30.16   80.73          ITM         12.00%      167.65%
2090  675       70d  556.22  584.03    0.40    1.08          OTM          5.00%      167.64%
2091  520       40d  556.22  628.53   41.18  110.12          ITM         13.00%      167.42%
2092  525       90d  556.22  639.65   44.61  119.25          ITM         15.00%      167.33%
2093  570      100d  556.22  611.84   20.43   54.62          OTM         10.00%      167.31%
2094  600       40d  556.22  584.03    3.01    8.05          OTM          5.00%      167.30%
2095  545       90d  556.22  622.97   31.51   84.20          ITM         12.00%      167.21%
2096  540       50d  556.22  611.84   27.89   74.51          ITM         10.00%      167.17%
2097  535       40d  556.22  611.84   29.43   78.61          ITM         10.00%      167.10%
2098  615       70d  556.22  589.59    4.16   11.10          OTM          6.00%      166.99%
2099  600       60d  556.22  589.59    5.51   14.70          OTM          6.00%      166.75%
2100  630       80d  556.22  589.59    3.20    8.52          OTM          6.00%      166.50%
2101  600      100d  556.22  600.72   10.42   27.74          OTM          8.00%      166.33%
2102  540       80d  556.22  622.97   33.00   87.89          ITM         12.00%      166.31%
2103  515       20d  556.22  628.53   42.84  114.05          ITM         13.00%      166.22%
2104  545       60d  556.22  611.84   26.57   70.72          ITM         10.00%      166.14%
2105  575       90d  556.22  606.28   16.95   45.11          OTM          9.00%      166.10%
2106  600       80d  556.22  595.16    8.00   21.25          OTM          7.00%      165.75%
2107  645       90d  556.22  589.59    2.50    6.63          OTM          6.00%      165.59%
2108  515       40d  556.22  634.09   45.46  120.66          ITM         14.00%      165.43%
2109  590       90d  556.22  600.72   11.88   31.52          OTM          8.00%      165.32%
2110  560       70d  556.22  606.28   20.22   53.64          ATM          9.00%      165.25%
2111  585       50d  556.22  589.59    7.45   19.76          OTM          6.00%      165.24%
2112  530       90d  556.22  634.09   41.09  108.97          ITM         14.00%      165.18%
2113  530       30d  556.22  611.84   31.29   82.94          ITM         10.00%      165.03%
2114  645       60d  556.22  584.03    0.93    2.47          OTM          5.00%      164.88%
2115  535       70d  556.22  622.97   34.67   91.80          ITM         12.00%      164.77%
2116  670       70d  556.22  584.03    0.50    1.32          OTM          5.00%      164.60%
2117  520       60d  556.22  634.09   44.14  116.79          ITM         14.00%      164.58%
2118  550       70d  556.22  611.84   25.42   67.24          ITM         10.00%      164.53%
2119  660      100d  556.22  589.59    1.98    5.23          OTM          6.00%      164.40%
2120  525       30d  556.22  617.40   35.38   93.48          ITM         11.00%      164.21%
2121  515       60d  556.22  639.65   48.18  127.29          ITM         15.00%      164.18%
2122  525       60d  556.22  628.53   40.26  106.32          ITM         13.00%      164.09%
2123  535       30d  556.22  606.28   27.43   72.42          ITM          9.00%      164.01%
2124  620       50d  556.22  584.03    1.83    4.84          OTM          5.00%      163.97%
2125  540      100d  556.22  628.53   36.01   94.97          ITM         13.00%      163.77%
2126  580       80d  556.22  600.72   13.65   35.98          OTM          8.00%      163.61%
2127  610       90d  556.22  595.16    7.05   18.60          OTM          7.00%      163.59%
2128  555       50d  556.22  600.72   19.04   50.15          ATM          8.00%      163.32%
2129  520       80d  556.22  639.65   46.94  123.50          ITM         15.00%      163.11%
2130  510       40d  556.22  639.65   49.89  131.21          ITM         15.00%      163.01%
2131  540       40d  556.22  606.28   25.94   68.23          ITM          9.00%      163.00%
2132  555       80d  556.22  611.84   24.39   64.05          ATM         10.00%      162.62%
2133  535       20d  556.22  600.72   25.25   66.27          ITM          8.00%      162.46%
2134  530       60d  556.22  622.97   36.55   95.90          ITM         12.00%      162.39%
2135  520       30d  556.22  622.97   39.66  104.03          ITM         12.00%      162.28%
2136  535       90d  556.22  628.53   37.73   98.80          ITM         13.00%      161.84%
2137  530       20d  556.22  606.28   29.34   76.83          ITM          9.00%      161.81%
2138  525       80d  556.22  634.09   43.21  113.11          ITM         14.00%      161.77%
2139  510       20d  556.22  634.09   47.61  124.61          ITM         14.00%      161.72%
2140  580      100d  556.22  606.28   16.52   43.22          OTM          9.00%      161.67%
2141  620      100d  556.22  595.16    6.27   16.38          OTM          7.00%      161.42%
2142  665       70d  556.22  584.03    0.62    1.62          OTM          5.00%      161.41%
2143  570       40d  556.22  589.59   10.31   26.94          OTM          6.00%      161.39%
2144  565       80d  556.22  606.28   19.56   51.07          OTM          9.00%      161.06%
2145  525      100d  556.22  639.65   45.96  119.93          ITM         15.00%      160.92%
2146  570       70d  556.22  600.72   15.80   41.23          OTM          8.00%      160.92%
2147  640       60d  556.22  584.03    1.16    3.03          OTM          5.00%      160.88%
2148  545       50d  556.22  606.28   24.71   64.40          ITM          9.00%      160.60%
2149  560       90d  556.22  611.84   23.46   61.14          ATM         10.00%      160.58%
2150  625       80d  556.22  589.59    3.76    9.79          OTM          6.00%      160.49%
2151  545       80d  556.22  617.40   29.95   78.00          ITM         11.00%      160.44%
2152  595       40d  556.22  584.03    3.78    9.83          OTM          5.00%      160.32%
2153  640       90d  556.22  589.59    2.92    7.61          OTM          6.00%      160.30%
2154  550       90d  556.22  617.40   28.66   74.58          ITM         11.00%      160.27%
2155  575       30d  556.22  584.03    6.54   17.03          OTM          5.00%      160.20%
2156  540       30d  556.22  600.72   23.81   61.95          ITM          8.00%      160.15%
2157  540       70d  556.22  617.40   31.40   81.67          ITM         11.00%      160.13%
2158  610       70d  556.22  589.59    4.91   12.77          OTM          6.00%      160.07%
2159  540       20d  556.22  595.16   21.43   55.73          ITM          7.00%      160.04%
2160  555      100d  556.22  617.40   27.49   71.40          ATM         11.00%      159.77%
2161  515       30d  556.22  628.53   44.11  114.58          ITM         13.00%      159.76%
2162  655      100d  556.22  589.59    2.31    5.99          OTM          6.00%      159.70%
2163  575       60d  556.22  595.16   12.22   31.72          OTM          7.00%      159.58%
2164  525       20d  556.22  611.84   33.67   87.38          ITM         10.00%      159.53%
2165  530       80d  556.22  628.53   39.64  102.80          ITM         13.00%      159.34%
2166  520       50d  556.22  628.53   42.68  110.68          ITM         13.00%      159.32%
2167  565       50d  556.22  595.16   14.30   37.09          OTM          7.00%      159.30%
2168  535       60d  556.22  617.40   33.03   85.58          ITM         11.00%      159.13%
2169  585       70d  556.22  595.16   10.55   27.33          OTM          7.00%      159.01%
2170  595      100d  556.22  600.72   11.74   30.40          OTM          8.00%      158.90%
2171  525       50d  556.22  622.97   38.70  100.18          ITM         12.00%      158.89%
2172  515       50d  556.22  634.09   46.83  121.20          ITM         14.00%      158.81%
2173  615       50d  556.22  584.03    2.28    5.91          OTM          5.00%      158.71%
2174  595       60d  556.22  589.59    6.53   16.90          OTM          6.00%      158.68%
2175  565      100d  556.22  611.84   22.62   58.48          OTM         10.00%      158.49%
2176  685       80d  556.22  584.03    0.42    1.09          OTM          5.00%      158.35%
2177  530      100d  556.22  634.09   42.49  109.71          ITM         14.00%      158.20%
2178  515       70d  556.22  639.65   49.52  127.84          ITM         15.00%      158.19%
2179  545      100d  556.22  622.97   33.00   85.20          ITM         12.00%      158.15%
2180  660       70d  556.22  584.03    0.76    1.97          OTM          5.00%      158.06%
2181  595       80d  556.22  595.16    9.19   23.72          OTM          7.00%      157.96%
2182  550       60d  556.22  606.28   23.65   60.95          ITM          9.00%      157.68%
2183  510       50d  556.22  639.65   51.12  131.73          ITM         15.00%      157.66%
2184  505       20d  556.22  639.65   52.46  135.17          ITM         15.00%      157.66%
2185  520       70d  556.22  634.09   45.56  117.38          ITM         14.00%      157.63%
2186  555       40d  556.22  595.16   16.97   43.67          ATM          7.00%      157.38%
2187  585       90d  556.22  600.72   13.42   34.52          OTM          8.00%      157.23%
2188  570       90d  556.22  606.28   18.96   48.76          OTM          9.00%      157.20%
2189  530       50d  556.22  617.40   34.89   89.72          ITM         11.00%      157.14%
2190  540       90d  556.22  622.97   34.54   88.80          ITM         12.00%      157.12%
2191  520       90d  556.22  639.65   48.28  124.12          ITM         15.00%      157.09%
2192  510       30d  556.22  634.09   48.69  125.13          ITM         14.00%      156.98%
2193  560       60d  556.22  600.72   18.45   47.40          ATM          8.00%      156.87%
2194  635       60d  556.22  584.03    1.44    3.69          OTM          5.00%      156.68%
2195  605       90d  556.22  595.16    8.08   20.73          OTM          7.00%      156.65%
2196  520       20d  556.22  617.40   38.18   97.94          ITM         11.00%      156.50%
2197  525       70d  556.22  628.53   41.76  106.96          ITM         13.00%      156.12%
2198  545       40d  556.22  600.72   22.70   58.03          ITM          8.00%      155.69%
2199  580       50d  556.22  589.59    8.86   22.65          OTM          6.00%      155.68%
2200  535       80d  556.22  622.97   36.24   92.61          ITM         12.00%      155.59%
2201  680       80d  556.22  584.03    0.52    1.32          OTM          5.00%      155.48%
2202  615      100d  556.22  595.16    7.15   18.24          OTM          7.00%      155.20%
2203  525       90d  556.22  634.09   44.61  113.79          ITM         14.00%      155.08%
2204  635       90d  556.22  589.59    3.41    8.71          OTM          6.00%      155.04%
2205  650      100d  556.22  589.59    2.68    6.84          OTM          6.00%      155.01%
2206  575       80d  556.22  600.72   15.45   39.36          OTM          8.00%      154.76%
2207  555       70d  556.22  606.28   22.72   57.85          ATM          9.00%      154.62%
2208  655       70d  556.22  584.03    0.94    2.39          OTM          5.00%      154.58%
2209  620       80d  556.22  589.59    4.41   11.21          OTM          6.00%      154.54%
2210  535      100d  556.22  628.53   39.17   99.63          ITM         13.00%      154.35%
2211  505       30d  556.22  639.65   53.38  135.68          ITM         15.00%      154.16%
2212  540       60d  556.22  611.84   29.70   75.42          ITM         10.00%      153.95%
2213  520       40d  556.22  622.97   41.18  104.57          ITM         12.00%      153.92%
2214  525       40d  556.22  617.40   37.07   94.04          ITM         11.00%      153.70%
2215  575      100d  556.22  606.28   18.40   46.67          OTM          9.00%      153.65%
2216  535       50d  556.22  611.84   31.29   79.35          ITM         10.00%      153.63%
2217  545       70d  556.22  611.84   28.31   71.77          ITM         10.00%      153.51%
2218  530       70d  556.22  622.97   38.13   96.62          ITM         12.00%      153.41%
2219  605       70d  556.22  589.59    5.78   14.63          OTM          6.00%      153.25%
2220  515       20d  556.22  622.97   42.84  108.49          ITM         12.00%      153.24%
2221  610       50d  556.22  584.03    2.83    7.16          OTM          5.00%      153.23%
2222  515       40d  556.22  628.53   45.46  115.11          ITM         13.00%      153.20%
2223  700       90d  556.22  584.03    0.36    0.91          OTM          5.00%      153.10%
2224  590       40d  556.22  584.03    4.70   11.89          OTM          5.00%      153.06%
2225  555       30d  556.22  589.59   14.65   37.02          ATM          6.00%      152.78%
2226  515       80d  556.22  639.65   50.82  128.42          ITM         15.00%      152.69%
2227  515       60d  556.22  634.09   48.18  121.74          ITM         14.00%      152.66%
2228  550       80d  556.22  611.84   27.08   68.41          ITM         10.00%      152.62%
2229  510       60d  556.22  639.65   52.37  132.25          ITM         15.00%      152.53%
2230  675       80d  556.22  584.03    0.63    1.59          OTM          5.00%      152.51%
2231  555       20d  556.22  584.03   11.95   30.15          ATM          5.00%      152.39%
2232  545       20d  556.22  589.59   17.92   45.22          ITM          6.00%      152.35%
2233  630       60d  556.22  584.03    1.77    4.47          OTM          5.00%      152.32%
2234  545       30d  556.22  595.16   20.47   51.62          ITM          7.00%      152.20%
2235  530       40d  556.22  611.84   33.15   83.55          ITM         10.00%      152.06%
